RU;Band Size;Band Number;Code;Specie Name;Foraging strategy;Specie Code;Age;Age How1;Age How2;Sex;Sex How1;Sex How2;BP;CP;Fat;Body Molt;FF Molt;Wear;Ecto;Wing Chord;Weight;Total Tail;Longest Tail;Shortest tail (R1);Bill corrugated;Throat feathers;Exposed culmen;Width of R5;Date;Location;Session;Month;Year;Time;Net;Bander;Total culmen;Width culmen;Depth culmen;Tarsus;Leg aperture;Hallux;SL;R1;Tarsus Ring Size (Hummingbirds)
1721;X;A50175;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;A;P;I;M;9;9;0;0;0;0;0;1;M;61;5.5;NA;NA;NA;0;FULL;23.18;NA;31-jul-09;MASE;Second;July;2009;6:45;3;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1722;X;A50181;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;P;I;M;P;9;0;0;0;1;0;1;0;62;NA;NA;NA;NA;80;40;13.42;NA;31-jul-09;MASE;Second;July;2009;7:15;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1723;X;A50174;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;2;0;1;0;75;6.05;4.8;4.8;NA;60;NA;26.7;NA;31-jul-09;MASE;Second;July;2009;7:45;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1724;X;A50173;N;COELIGENA IRIS;Trapliner;COIR;Y;P;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;31-jul-09;MASE;Second;July;2009;7:45;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1725;X;A50211;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;3;0;46;NA;3.3;3.3;NA;0;0;11;NA;31-jul-09;MASE;Second;July;2009;8:15;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1726;X;A50171;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;1;0;2;0;78;7.3;NA;NA;NA;6;NA;28.66;NA;31-jul-09;MASE;Second;July;2009;15:45;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1727;X;A52398;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;U;9;9;0;0;0;0;0;2;0;72;6.7;NA;NA;NA;60;NA;30.66;NA;1-ago-09;MASE;Second;August;2009;7:00;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1728;X;A52399;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;M;P;9;0;0;0;0;0;1;M;69;6.5;58;58;30;0;FULL;13.49;NA;1-ago-09;MASE;Second;August;2009;8:00;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1729;X;A50213;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;0;0;0;1;0;51;4.1;37;37;NA;60;38;13.08;NA;1-ago-09;MASE;Second;August;2009;8:00;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1758;UNB;NA;U;ENSIFERA ENSIFERA;Trapliner;ENEN;A;P;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;15:10;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1759;UNB;NA;U;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;7:40;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1765;RE;A50226;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;2;0;67;5.8;57;57;23;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;6:10;8;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1769;RE;A50145;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;1;A;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;7:10;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1771;RE;A52464;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;1;A;2;0;72;NA;NA;NA;NA;0;NA;19.29;NA;9-nov-09;LLAV;Third;;2009;7:10;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1772;RE;A49852;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;0;0;1;0;68;6;NA;NA;NA;10;NA;19.26;NA;9-nov-09;LLAV;Third;;2009;7:10;4;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1773;RE;A50135;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;2;M;70;6;NA;NA;NA;0;NA;22.41;NA;9-nov-09;LLAV;Third;;2009;7:40;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1774;RE;A50119;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;F;P;9;0;0;0;0;0;1;0;53;3.4;NA;NA;NA;0;NA;13.48;NA;9-nov-09;LLAV;Third;;2009;7:40;5;MG;NA;NA;NA;NA;NA;NA;NA;NA;NA
1775;RE;A52379;R;HELIANGELUS VIOLA;Territorial;HEVI;A;I;9;M;P;9;0;0;0;0;0;2;0;59;7.3;NA;NA;NA;0;NA;14.32;NA;9-nov-09;LLAV;Third;;2009;8:10;13;MG;NA;NA;NA;NA;NA;NA;NA;NA;NA
1776;RE;A50224;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;M;59;NA;NA;NA;NA;0;NA;11.89;NA;9-nov-09;LLAV;Third;;2009;16:00;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1777;RE;A52298;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;2;M;68;6.5;NA;NA;NA;60;NA;20.61;NA;10-nov-09;LLAV;Third;;2009;6:40;11;MG;NA;NA;NA;NA;NA;NA;NA;NA;NA
1778;RE;A50212;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;3;F;2;0;61;NA;NA;NA;NA;60;NA;19.53;NA;10-nov-09;LLAV;Third;;2009;7:10;3;MG;NA;NA;NA;NA;NA;NA;NA;NA;NA
1781;RE;A50234;R;COELIGENA IRIS;Trapliner;COIR;Y;I;P;M;P;9;0;0;0;1;0;1;0;83;7.2;NA;NA;NA;90;NA;25.45;NA;10-nov-09;LLAV;Third;;2009;7:40;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1783;RE;A52298;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;1;0;69;NA;54;54;27;80;NA;19.9;NA;10-nov-09;LLAV;Third;;2009;8:40;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1785;X;A50201;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;0;0;1;0;51;3.55;36;36;31;80;NA;11.34;NA;9-nov-09;LLAV;Third;;2009;6:10;13;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1786;X;A50202;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;P;9;F;9;9;0;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;6:40;11;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1787;X;A50203;N;ERIOCNEMIS VESTITA;Territorial;ERVE;A;P;I;F;P;9;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;NA;NA;NA;9-nov-09;LLAV;Third;;2009;6:40;10;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1788;X;A50172;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;1;0;0;0;50;3.75;NA;NA;NA;80;NA;12.16;NA;9-nov-09;LLAV;Third;;2009;7:10;10;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1789;X;A50204;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;U;9;9;0;0;0;0;0;1;0;64;3.8;NA;NA;NA;20;NA;11.93;NA;9-nov-09;LLAV;Third;;2009;7:40;4;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1790;X;A52298;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;1;0;67;6.5;NA;NA;NA;60;NA;19.84;NA;9-nov-09;LLAV;Third;;2009;7:40;16;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1791;X;A50205;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;U;9;9;0;0;0;0;0;1;M;56;NA;NA;NA;NA;60;NA;11.79;NA;9-nov-09;LLAV;Third;;2009;8:10;10;MG;NA;NA;NA;NA;NA;NA;NA;NA;NA
1792;X;A52299;N;AGLAEACTIS CUPRIPENNIS;Territorial;AGCU;Y;P;I;U;9;9;0;0;0;0;0;1;0;74;NA;NA;NA;NA;60;NA;16.27;NA;9-nov-09;LLAV;Third;;2009;8:40;13;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1793;X;A50163;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;Y;P;I;M;P;9;0;0;0;0;0;1;0;58;4.7;NA;NA;NA;90;19;22.45;NA;9-nov-09;LLAV;Third;;2009;8:40;10;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1794;X;A50164;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;9;U;9;9;0;0;0;0;0;1;M;58;5;NA;NA;NA;80;NA;24.08;NA;9-nov-09;LLAV;Third;;2009;8:40;1;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1795;X;A50165;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;1;0;1;0;63;5.7;NA;NA;NA;0;NA;17.89;NA;9-nov-09;LLAV;Third;;2009;8:40;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1796;X;A50240;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;0;0;0;0;52;3.5;NA;NA;NA;0;NA;12.17;NA;9-nov-09;LLAV;Third;;2009;9:10;18;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1797;X;A50231;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;68;NA;NA;NA;NA;NA;NA;NA;NA;9-nov-09;LLAV;Third;;2009;9:10;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1798;X;A50232;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;0;2;F;1;0;81;7.15;NA;NA;NA;0;NA;28;NA;9-nov-09;LLAV;Third;;2009;9:40;10;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1799;X;A50233;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;P;I;F;P;9;0;0;0;0;0;1;M;61;NA;39;39;37;0;NA;25.3;NA;9-nov-09;LLAV;Third;;2009;9:40;7;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
531;RE;A52206;R;METALLURA BARONI;Territorial;MEBA;A;I;P;M;P;9;0;0;0;0;0;1;0;54;4;NA;NA;NA;0;NA;14.42;NA;20-nov-08;LLAV;Third;;2008;10:45;12;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1801;X;A50207;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;0;0;1;0;53;NA;37;37;30;70;NA;12.29;NA;9-nov-09;LLAV;Third;;2009;16:10;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1802;X;A52300;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;69;6.4;NA;NA;NA;0;NA;19.49;NA;10-nov-09;LLAV;Third;;2009;10:11;;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1803;X;A50234;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;U;9;9;0;0;0;0;0;2;0;NA;NA;NA;NA;NA;90;NA;NA;NA;9-nov-09;LLAV;Third;;2009;7:10;9;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1804;X;A50208;N;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;U;9;9;0;0;0;0;0;1;0;51;NA;NA;NA;NA;30;NA;11.59;NA;9-nov-09;LLAV;Third;;2009;7:40;9;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1805;X;A50235;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;0;0;1;M;59;3.5;38;38;27;90;NA;11.6;NA;10-nov-09;LLAV;Third;;2009;8:40;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1806;X;A50209;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;U;9;9;0;0;0;0;1;1;M;50;3.7;NA;NA;NA;90;NA;11.6;NA;10-nov-09;LLAV;Third;;2009;9:40;20;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1807;X;A52301;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;2;0;50;3.4;NA;NA;NA;0;NA;12.63;NA;10-nov-09;LLAV;Third;;2009;10:40;10;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1817;X;A52302;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;I;9;F;9;9;0;0;0;1;0;1;0;60;NA;NA;NA;NA;0;NA;NA;NA;11-nov-09;MASE;Third;;2009;7:10;13;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1818;X;A52303;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;9;U;9;9;0;0;0;1;0;1;M;60;NA;NA;NA;NA;50;NA;27.46;NA;11-nov-09;MASE;Third;;2009;7:10;17;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1819;X;A52304;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;U;9;9;0;0;0;1;0;1;0;75;NA;NA;NA;NA;80;NA;30.32;NA;11-nov-09;MASE;Third;;2009;7:10;17;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1820;X;A50210;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;9;9;0;0;NA;3.5;NA;NA;NA;NA;NA;NA;NA;11-nov-09;MASE;Third;;2009;8:10;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1821;X;A50220;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;I;P;F;P;9;0;0;0;0;F;2;M;69;4.65;NA;NA;NA;0;NA;24.37;NA;11-nov-09;MASE;Third;;2009;8:40;3;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1822;X;A50236;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;0;0;0;1;0;1;M;68;NA;36;36;29;80;NA;21.15;NA;11-nov-09;MASE;Third;;2009;9:10;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1823;X;A52305;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;2;0;1;0;78;6.95;56;56;34;70;NA;29.28;NA;11-nov-09;MASE;Third;;2009;10:10;17;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1824;X;A50237;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;2;0;1;M;59;5.4;48;48;32;0;NA;13.67;NA;11-nov-09;MASE;Third;;2009;11:10;13;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1825;X;A52306;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;P;I;F;P;9;0;0;0;3;F;2;M;59;4.9;38;38;32;0;NA;25.48;NA;11-nov-09;MASE;Third;;2009;16:10;2;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1826;X;A52307;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;I;9;U;9;9;0;0;0;0;0;1;0;63;6;NA;NA;NA;80;NA;13.19;NA;12-nov-09;MASE;Third;;2009;6:10;14;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1827;X;A52308;N;COELIGENA IRIS;Trapliner;COIR;A;I;9;M;P;9;0;0;0;0;0;3;0;80;6.75;60;60;38;0;NA;28.67;NA;12-nov-09;MASE;Third;;2009;7:40;10;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1828;X;A50219;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;U;9;9;0;0;0;9;9;1;0;NA;4.15;NA;NA;NA;NA;NA;NA;NA;12-nov-09;MASE;Third;;2009;7:40;16;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1829;X;A52309;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;U;9;9;0;0;0;0;0;1;0;75;6.55;NA;NA;NA;80;NA;31.37;NA;12-nov-09;MASE;Third;;2009;7:40;14;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1830;X;A52310;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;0;0;2;0;56;3.55;44;44;38;0;NA;12.16;NA;12-nov-09;MASE;Third;;2009;8:40;14;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1831;X;A50218;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;M;P;9;0;0;0;0;0;2;T;57;4;NA;NA;NA;0;NA;11.57;NA;12-nov-09;MASE;Third;;2009;10:40;17;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1837;RE;A49999;R;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;P;9;F;P;9;0;0;0;2;F;1;M;59;5;38;38;35;0;NA;25.29;NA;11-nov-09;MASE;Third;;2009;15:40;15;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1849;X;A52311;N;HELIANGELUS VIOLA;Territorial;HEVI;A;I;P;M;P;9;0;0;0;1;0;1;0;63;6.3;NA;NA;NA;0;FULL;13.33;NA;13-nov-09;MAIN;Third;;2009;6:40;6;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1850;X;A50217;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;2;0;2;0;65;6.5;NA;NA;NA;0;NA;19.56;NA;13-nov-09;MAIN;Third;;2009;6:40;8;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1851;X;A50238;N;LAFRESNAYA LAFRESNAYI;NA;LALA;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;13-nov-09;MAIN;Third;;2009;6:40;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1852;X;A50239;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;P;I;U;9;9;0;0;0;2;0;1;0;60;5.25;40;40;38;60;NA;24.24;NA;13-nov-09;MAIN;Third;;2009;6:40;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1853;X;A50241;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;P;U;9;9;0;0;0;1;0;2;0;70;6.05;NA;NA;NA;90;NA;19.61;NA;13-nov-09;MAIN;Third;;2009;7:40;6;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1854;X;A50242;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;2;0;64;6.25;54;54;32;0;NA;19.93;NA;13-nov-09;MAIN;Third;;2009;7:40;2;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1855;X;A50243;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;1;F;2;0;57;3.9;NA;NA;NA;0;NA;12.98;NA;13-nov-09;MAIN;Third;;2009;9:40;3;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1856;X;A50244;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;I;9;U;9;9;0;0;0;3;0;1;0;58;NA;NA;NA;NA;70;NA;15.23;NA;13-nov-09;MAIN;Third;;2009;10:40;8;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1857;X;A50245;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;9;U;9;9;0;0;0;1;0;1;0;58;4.45;NA;NA;NA;80;NA;25.85;NA;13-nov-09;MAIN;Third;;2009;10:40;1;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1859;X;A52488;N;COELIGENA IRIS;Trapliner;COIR;Y;I;9;M;P;9;0;0;0;1;0;1;M;88;7.4;NA;NA;NA;80;NA;27.03;NA;14-nov-09;MAIN;Third;;2009;8:40;8;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1860;X;A50246;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;2;0;1;0;62;5.55;50;50;25;0;FULL;12.37;NA;14-nov-09;MAIN;Third;;2009;8:40;6;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1875;RE;A50155;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;1;0;2;M;68;6;53;53;25;0;NA;19.54;NA;13-nov-09;MAIN;Third;;2009;6:40;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1877;RE;A50089;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;2;F;1;0;67;6.05;47;47;33;10;NA;19.11;NA;13-nov-09;MAIN;Third;;2009;;;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1880;RE;A49829;R;COELIGENA IRIS;Trapliner;COIR;A;P;I;M;P;9;0;0;0;0;0;1;M;80;NA;NA;NA;NA;0;NA;27;NA;14-nov-09;MAIN;Third;;2009;6:40;4;DM;NA;NA;NA;NA;NA;NA;NA;NA;NA
1903;RE;A52361;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;1;0;63;5.8;51;51;NA;0;NA;19.56;NA;13-abr-10;LLAV;FIRST;;2010;6:50;12;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1904;RE;A50212;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;13-abr-10;LLAV;FIRST;;2010;8:20;4;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1909;RE;A50212;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;1;0;65;5.8;49;49;NA;0;NA;19.44;NA;14-abr-10;LLAV;FIRST;;2010;7:50;4;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1910;RE;A52490;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;1;0;48;3.5;33;33;NA;0;NA;12.33;NA;14-abr-10;LLAV;FIRST;;2010;8:50;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1933;X;A52489;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;0;0;1;0;53;3.55;36;36;NA;80;0;11.79;36;13-abr-10;LLAV;FIRST;;2010;7:20;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1934;X;A50248;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;2;0;1;0;66;5.95;51;51;NA;0;NA;20.77;51;13-abr-10;LLAV;FIRST;;2010;7:20;14;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1935;X;A50249;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;2;0;1;0;62;NA;NA;NA;NA;10;NA;19.49;NA;13-abr-10;LLAV;FIRST;;2010;8:20;7;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1936;X;A50290;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;0;0;1;0;61;5.55;NA;NA;NA;0;NA;NA;NA;13-abr-10;LLAV;FIRST;;2010;9:20;3;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1937;X;A52490;N;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;F;P;9;0;0;0;0;0;2;M;50;3.55;32;32;NA;0;0;12.5;32;13-abr-10;LLAV;FIRST;;2010;9:50;17;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1938;X;A50250;N;COLIBRI CORUSCANS;Territorial;COCO;A;P;9;U;9;9;0;0;0;0;0;1;0;75;NA;51;51;NA;0;NA;23.81;NA;13-abr-10;LLAV;FIRST;;2010;14:50;4;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1939;X;A50261;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;66;6.35;59;59;NA;0;NA;19.46;NA;14-abr-10;LLAV;FIRST;;2010;7:50;3;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1940;X;A52491;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;0;0;1;0;54;3.4;40;40;NA;80;0;10.86;NA;14-abr-10;LLAV;FIRST;;2010;8:50;7;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1941;X;A52492;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;0;0;1;M;56;3.55;NA;NA;NA;0;FULL;11.7;NA;14-abr-10;LLAV;FIRST;;2010;8:50;5;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1952;RE;A50106;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;0;53;3.6;NA;NA;NA;0;0;13.48;NA;17-abr-10;MAIN;FIRST;;2010;8:20;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1953;RE;A50089;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;0;65;6.1;53;53;NA;0;NA;19.53;NA;17-abr-10;MAIN;FIRST;;2010;9:50;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1954;RE;A49826;R;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;1;0;1;0;76;7;52;52;NA;0;NA;29.75;NA;17-abr-10;MAIN;FIRST;;2010;9:50;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1956;RE;A49841;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;2;F;1;0;NA;4.25;40;40;NA;10;NA;12.38;NA;17-abr-10;MAIN;FIRST;;2010;12:20;14;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
1968;X;A50266;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;P;I;M;P;9;0;0;0;1;A;1;0;62;NA;NA;NA;NA;80;56;15.55;NA;17-abr-10;MAIN;FIRST;;2010;6:50;6;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1969;X;A50267;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;F;P;9;0;0;0;1;A;2;0;76;7.55;NA;NA;NA;90;NA;28;NA;17-abr-10;MAIN;FIRST;;2010;7:20;1;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1970;X;A50268;N;LAFRESNAYA LAFRESNAYI;Territorial;LALA;A;P;9;M;P;9;0;0;0;0;0;1;0;49;5.35;39;39;NA;0;NA;23.68;NA;17-abr-10;MAIN;FIRST;;2010;8:20;15;IC;NA;NA;NA;NA;NA;NA;NA;NA;NA
